tweet_id,source,text,rating_out_of_10,name,retweet_count,favorite_count,jpg_url,dog_breed_prediction,dog_stage,post_date,post_time
888078434458587136,Twitter for IPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,Gerald,2885,19103,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french bulldog,dog,2017-07-20,16:49:33
887705289381826560,Twitter for IPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,Jeffrey,4520,26539,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,dog,2017-07-19,16:06:48
887517139158093824,Twitter for IPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,such,9813,40595,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,none found,dog,2017-07-19,03:39:09
887473957103951883,Twitter for IPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,Canela,14962,59993,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke,dog,2017-07-19,00:47:34
887343217045368832,Twitter for IPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,None,8780,29498,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,mexican hairless,dog,2017-07-18,16:08:03
887101392804085760,Twitter for IPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,None,4972,26898,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,samoyed,dog,2017-07-18,00:07:08
886983233522544640,Twitter for IPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,Maya,6289,30254,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua,dog,2017-07-17,16:17:36
886736880519319552,Twitter for IPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,Mingus,2618,10460,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,dog,2017-07-16,23:58:41
886680336477933568,Twitter for IPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,Derek,3722,19662,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,none found,dog,2017-07-16,20:14:00
886366144734445568,Twitter for IPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,Roscoe,2614,18491,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french bulldog,pupper,2017-07-15,23:25:31
886258384151887873,Twitter for IPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,Waffles,5258,24450,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,dog,2017-07-15,16:17:19
885984800019947520,Twitter for IPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,Jimbo,5590,28508,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim spaniel,dog,2017-07-14,22:10:11
885528943205470208,Twitter for IPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,Maisey,5308,31495,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,dog,2017-07-13,15:58:47
885167619883638784,Twitter for IPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,None,3654,19193,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,dog,2017-07-12,16:03:00
884925521741709313,Twitter for IPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,Earl,14950,67058,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian greyhound,dog,2017-07-12,00:01:00
884876753390489601,Twitter for IPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,Lola,4641,24309,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,dog,2017-07-11,20:47:12
884562892145688576,Twitter for IPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,Kevin,3896,21252,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,dog,2017-07-11,00:00:02
884441805382717440,Twitter for IPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,None,4778,23792,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke,dog,2017-07-10,15:58:53
884162670584377345,Twitter for IPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,Yogi,2493,17896,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german shepherd,doggo,2017-07-09,21:29:42
883838122936631299,Twitter for IPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,Noah,2849,19098,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman,dog,2017-07-09,00:00:04
883482846933004288,Twitter for IPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5.0,Bella,8230,40058,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,dog,2017-07-08,00:28:19
883360690899218434,Twitter for IPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,Grizzwald,3061,19883,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,floofer,2017-07-07,16:22:55
883117836046086144,Twitter for IPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,None,5512,32399,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,dog,2017-07-07,00:17:54
882992080364220416,Twitter for IPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,Rusty,3231,20924,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog,dog,2017-07-06,15:58:11
882762694511734784,Twitter for IPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,Gus,4079,24698,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,pupper,2017-07-06,00:46:41
882627270321602560,Twitter for IPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,Stanley,5045,24535,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,dog,2017-07-05,15:48:34
882268110199369728,Twitter for IPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,Alfy,9586,39065,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,dog,2017-07-04,16:01:23
882045870035918850,Twitter for IPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,Koko,4069,25633,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden retriever,dog,2017-07-04,01:18:17
881906580714921986,Twitter for IPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,Rey,2842,21376,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,dog,2017-07-03,16:04:48
881666595344535552,Twitter for IPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,Gary,8919,44420,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,dog,2017-07-03,00:11:11
881536004380872706,Twitter for IPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,None,13353,43304,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,pupper,2017-07-02,15:32:16
881268444196462592,Twitter for IPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,Elliot,4485,20436,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,none found,dog,2017-07-01,21:49:04
880935762899988482,Twitter for IPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,Louis,2326,14995,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,none found,dog,2017-06-30,23:47:07
880872448815771648,Twitter for IPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,None,3193,18664,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,dog,2017-06-30,19:35:32
880465832366813184,Twitter for IPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,Bella,5194,24935,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,dog,2017-06-29,16:39:47
880221127280381952,Twitter for IPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,Jesse,3450,23584,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,dog,2017-06-29,00:27:25
880095782870896641,Twitter for IPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,None,3636,24243,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,dog,2017-06-28,16:09:20
879862464715927552,Twitter for IPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,Romeo,2916,19641,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,dog,2017-06-28,00:42:13
879492040517615616,Twitter for IPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,Bailey,2619,20655,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short-haired pointer,dog,2017-06-27,00:10:17
879415818425184262,Twitter for IPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,Duddles,37289,92535,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer,dog,2017-06-26,19:07:24
879376492567855104,Twitter for IPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,Jack,2635,14811,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,labrador retriever,dog,2017-06-26,16:31:08
879050749262655488,Twitter for IPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,Steven,3935,19749,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,none found,dog,2017-06-25,18:56:45
879008229531029506,Twitter for IPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,Beau,2232,16733,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,dog,2017-06-25,16:07:47
878776093423087618,Twitter for IPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,Snoopy,3421,17084,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,puppo,2017-06-25,00:45:22
878281511006478336,Twitter for IPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,Shadow,1073,6758,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,dog,2017-06-23,16:00:04
878057613040115712,Twitter for IPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,Emmy,5714,37031,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french bulldog,dog,2017-06-23,01:10:23
877736472329191424,Twitter for IPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,Aja,15738,69073,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake bay retriever,dog,2017-06-22,03:54:17
877556246731214848,Twitter for IPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,Penny,3153,19842,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,dog,2017-06-21,15:58:08
877316821321428993,Twitter for IPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,Dante,4323,24080,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki,dog,2017-06-21,00:06:44
877201837425926144,Twitter for IPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,Nelly,4604,23800,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke,dog,2017-06-20,16:29:50
876838120628539392,Twitter for IPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,Ginger,2795,18175,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,pupper,2017-06-19,16:24:33
876484053909872640,Twitter for IPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,Benedict,1991,16514,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,dog,2017-06-18,16:57:37
876120275196170240,Twitter for IPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,Venti,3890,24619,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese mountain dog,dog,2017-06-17,16:52:05
875747767867523072,Twitter for IPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,Goose,3569,22039,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador retriever,dog,2017-06-16,16:11:53
875144289856114688,Twitter for IPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,Nugget,4133,19373,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian husky,dog,2017-06-15,00:13:52
875021211251597312,Twitter for IPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,None,3955,22496,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,west highland white terrier,dog,2017-06-14,16:04:48
874680097055178752,Twitter for IPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,Cash,3908,24528,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador retriever,dog,2017-06-13,17:29:20
874296783580663808,Twitter for IPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,Jed,3472,22896,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,pupper,2017-06-12,16:06:11
874057562936811520,Twitter for IPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,None,3369,20057,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated retriever,dog,2017-06-12,00:15:36
874012996292530176,Twitter for IPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,Sebastian,8554,30035,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,puppo,2017-06-11,21:18:31
873580283840344065,Twitter for IPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,None,3333,21321,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,newfoundland,dog,2017-06-10,16:39:04
873213775632977920,Twitter for IPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,Sierra,1327,6300,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,pupper,2017-06-09,16:22:42
872967104147763200,Twitter for IPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,None,4546,23986,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador retriever,doggo,2017-06-09,00:02:31
872820683541237760,Twitter for IPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,None,3158,13037,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,dog,2017-06-08,14:20:41
872620804844003328,Twitter for IPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,Monkey,3058,18278,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel,dog,2017-06-08,01:06:27
872486979161796608,Twitter for IPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,None,7689,36005,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,pembroke,dog,2017-06-07,16:14:40
872122724285648897,Twitter for IPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,Kody,6806,30116,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,dog,2017-06-06,16:07:15
871879754684805121,Twitter for IPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,Lassie,9212,32991,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland sheepdog,dog,2017-06-06,00:01:46
871762521631449091,Twitter for IPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,Rover,2959,17826,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador retriever,pupper,2017-06-05,16:15:56
871515927908634625,Twitter for IPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,Napolean,2927,17847,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,doggo,2017-06-04,23:56:03
871032628920680449,Twitter for IPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,Boomer,3214,20107,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,dog,2017-06-03,15:55:36
870804317367881728,Twitter for IPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11.0,None,5266,29718,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,none found,dog,2017-06-03,00:48:22
